STEP 0; EVENT position; UNIT rover-1; POSITION [12,13]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [10,10]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [5,9]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [7,9]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [13,17]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [12,17]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [11,16]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [13,16]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [14,14]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [14,13]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [12,11]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [10,10]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [5,9]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [7,9]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [13,17]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [12,17]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [11,16]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [13,16]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [14,14]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [14,13]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [12,11]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [10,10]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [5,9]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [7,9]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [13,17]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [12,17]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [11,16]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [13,16]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [14,14]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [14,13]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [12,11]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [10,10]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [5,9]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [7,9]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 81;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [13,17]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [12,17]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [11,16]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [13,16]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [13,15]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [14,14]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [14,13]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [12,11]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [10,10]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [5,9]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [7,9]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 81;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 82;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [11,12]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [11,13]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [10,16]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [7,14]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [6,13]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [7,13]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [6,12]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [8,12]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [8,13]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [9,13]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [9,14]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [11,15]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [10,15]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,14]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [11,14]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [12,15]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [13,17]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [12,16]
